airline_sentiment;airline;text
neutral;United;@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?
positive;Southwest;@SouthwestAir just had a great flight #4223 with Damion! He was the best #damionflight4223
neutral;United;@united I just sent a long note with some suggestions. Thanks for getting back to me.
neutral;Southwest;@SouthwestAir when will dates to fly go past August 7 2015?
neutral;Delta;@JetBlue Airways Corporation Price Target Update - Stafford Daily http://t.co/vQmdmZaFUJ
negative;US Airways;@USAirways I don't think I've ever had a us airways flight that went smoothly.
negative;United;@united why does it cost $547 to change the city of origin when the same flight on http://t.co/8FMZZOltv9 costs $165 #customerservicefail
negative;Delta;@JetBlue Whoa! No tag and you still saw my tweet. Flight 105 JFK to Chicago. Trying to get home to see my little brother wrestle!
positive;Delta;@JetBlue I can't say what airline I am on right now, but I sincerely miss you. #bestairline
neutral;Virgin America;@VirginAmerica you should have 39 dollar LAX-Las fares!!!
negative;Southwest;@SouthwestAir doesn't even have gluten free peanuts. whyyy me??
positive;Southwest;@SouthwestAir woohoo that just made my day. I looked and just couldn't find that, thank you!
negative;Delta;@JetBlue I did not report the updated info - don't know how to reach them without a super long wait on hold at your main number.
negative;United;@united well sorta....we r trying to get to Aquadilla, PR but only 1 flight goes there a day. All are booked. UA Cancelled Flighted our flight to NJ
negative;US Airways;@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.
negative;US Airways;@USAirways I appreciate that you actually monitor Twitter, so please  pass along my feedback. I've tried calling about 15 times in 4 days :(
neutral;US Airways;@USAirways my TSA precheck isn't showing up on my boarding pass for my flight tomorrow...help!? #USAirways #TSAPreCheck
negative;US Airways;@USAirways  sitting on Tarmac in #PIT for 30 min. No announcement. Just sitting.
neutral;United;@united Alright, thank you. Is there a page that says the routes you have for each aircraft? Specifically the 787.
negative;United;@united now we are trying to get to San Juan from Chicago O'Hare. Having lots of problems. May get a standby flight.
neutral;United;"“@united: @ItsAaronChriz Sorry to hear about your flight. Do you need help reFlight Booking Problems?”

👎"
positive;Virgin America;@VirginAmerica this is too cool!  Never been on ur planes but now I will!!
negative;Delta;"@JetBlue, my dads vacation to SXM got delayed a day because of @AmericanAir shoddy service. Earliest FLL &gt; SXM flight? trying to hep him out"
negative;United;"@united makes total sense, except flight wasn't full :) I've got empty seats around me &amp; overheads were more than half open when I boarded."
negative;Southwest;@SouthwestAir My flight was 952, leaving las vegas at 5:40pm, arriving at CHI-MID at 11:00 pm.
negative;Delta;@JetBlue while I appreciate that you actually responded I travel way too much for you to tell me coffee is not a basic option
neutral;Delta;@JetBlue he's sch for 530 tmw on AA. would love to find him an earlier one with yall if possible. He's in FLL
negative;US Airways;@USAirways Secondary screenings, a piece of the plane missing... Anything you want to tell us?
negative;Delta;@JetBlue the big board says we aren't leaving until after 8:30 😩
neutral;Delta;@JetBlue 6am Austin to JFK
negative;Delta;@JetBlue I'd fly to an airline who actually gave a crap about its fliers outside of generic apologies. Jet Blue is terrible #jetblue
positive;Delta;@JetBlue I'll pass along the advice. You guys rock!!
positive;United;@united thanks for the re-upgrade to 1st class. It may be a 45 min flight, but it is appreciated.
negative;Delta;@JetBlue : ur Wed BWI-BOSTON flights (8pm) really need to be better scheduled! They are almost always delayed!
neutral;Southwest;@SouthwestAir Yay! And are dependents with ID (wife children) eligible to use this discount too? How do you use it over the phone/inperson?
negative;Delta;"@JetBlue They did not have any &amp; asked if I wanted tea. How do you have tea&amp;not coffee? I'm a gold on United &amp; coffee I nvr think 2x about"
positive;United;@united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville
neutral;Delta;@JetBlue Airways Corporation (JBLU) loses -0.06% on news that @JetBlue Airways ... - WallStreet Scope http://t.co/oFW4A8b5WS
negative;Delta;@JetBlue I had 2 fight 2 get a credit for the value of my bag but I got it. #skytrax #jetblue #corpgreed #nevertakeno http://t.co/6MBVJFlpBM
negative;US Airways;@USAirways Finally back on board.  Door was closed only to be reopened because we need fuel. You think someone wd have thought of it earlier
neutral;Virgin America;@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0
negative;US Airways;“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM confirmation code so we can forward ur kind words.” Confirmation code?
negative;US Airways;@USAirways you run a piece of shit airline!!  Thanks for ruining AA
negative;United;"@united It was quite enjoyable. 😊 

Except now he's stuck on the runway in Houston. 😕"
neutral;Delta;@JetBlue Thx for the pointer, but Im good with the big monitor.  Any advice on who I should pick to come our of the Western Conf (NBA)?
negative;Delta;@JetBlue #JetBlueBOS What's up with luggage for Flt 790 DCA-BOS?  Pax waiting for 30 min for bags...no show. Carousel 6 signs not updating.
negative;Southwest;@SouthwestAir I understand weather is not your fault, but as a frequent flyer I expected better customer service. I'll be trying @Delta
positive;United;@united great. Looking forward to your response to my DM then
negative;United;@united just dropped bags at Newark. Your desk guy was the rudest customer facing person I have met. Even my two children were shocked!
negative;US Airways;@USAirways if you could have ran your USExpress/PSA worth a damn I wouldn't be stuck in horrible CLT now.
negative;Delta;@JetBlue Tried...considerable confusion...no announcement...no sign updates
neutral;Delta;@JetBlue It's absolute madness in the west, but tell me who you like between @memgrizz @warriors @spurs and @okcthunder
negative;Delta;@JetBlue Headphone jack not working on my flight.
neutral;Southwest;@SouthwestAir Thanks!!! :)  It is good to air on the side of caution
positive;Southwest;@SouthwestAir One heck of an airline http://t.co/CyoOnZfTdC
negative;Delta;@JetBlue Walked down the hall to Carousel 8...found all bags sitting there. Still no words from crew...signage still not updated
neutral;Virgin America;"@VirginAmerica announced New Route to Austin w/fares from $39/way. 
http://t.co/gA8pbamu0C"
neutral;Delta;@JetBlue client is asking if kids need their own email addresses to get TB acct. Is this true?
negative;United;@united My feedback and concerns via your site aren’t going to improve my poor airport experiences.
negative;Delta;@JetBlue Flight is 100% full.
negative;Delta;@JetBlue C'mon now. My flight's delayed annnnnd you can't give me a pick?!? I'm about to tweet at @united or @Delta .......
positive;United;@united it's kinda funny. No worries.
positive;United;"@united 
I will admit, you've been rather good to me over the years.
You've still got me hooked.
(for now!)
Peace."
neutral;Southwest;@SouthwestAir I will be writing in about the service via email. My company also transports well over 100 clients monthly via SW.
positive;United;@united thnx
negative;United;"@united, UA1641 EWR-MCO 17 Feb wifi never connected but allowed me to purchase access twice &amp; charged me. Who do I need to file claim with?"
negative;United;@united I knew I should've flew @VirginAmerica lol
positive;United;@united landing in anchorage, then on our way to fairbanks! http://t.co/FjkvQMbmaS
negative;Delta;@JetBlue I don't think I'll be testing those waters out on my own dime again.
negative;Delta;@jetblue waiting for flt 105 to Chicago. Why hasn't aircraft left buffalo yet?
negative;United;"@united hello. I'm overseas &amp; my bag is lost. I can't call customer service but can you help me?"
positive;Virgin America;@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!
negative;United;@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.
neutral;Delta;@JetBlue #jetblue #sofly #wish #firststari seetonight http://t.co/pyJAoayNx6
positive;Delta;@JetBlue if I tell you I like that @warriors pick, will that get me that bump to first class? :)
neutral;United;@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?
neutral;Southwest;@SouthwestAir #DestinationDragons Any word on winners of contest? Any chance for tix for the Provo DestinationDragons show? Fingers Crossed!
